TimeGenerated,UserId,Operation,ClientIP,Parameters
2025-07-01 13:07:00,user8@contoso.com,SendMessage,10.0.98.14,{}
2025-07-01 23:50:00,user8@contoso.com,CreateItem,10.0.248.223,{}
2025-07-01 09:15:00,user14@contoso.com,DeleteItem,10.0.103.81,{}
2025-07-01 08:59:00,user9@contoso.com,SendMessage,10.0.132.142,{}
2025-07-02 05:59:00,user18@contoso.com,SendMessage,10.0.21.248,{}
2025-07-01 10:51:00,user1@contoso.com,SendMessage,10.0.160.152,{}
2025-07-01 20:24:00,user3@contoso.com,CreateItem,10.0.46.203,{}
2025-07-01 11:49:00,user5@contoso.com,SendMessage,10.0.61.128,{}
2025-07-01 16:07:00,user16@contoso.com,SendMessage,10.0.62.160,{}
2025-07-01 21:18:00,user11@contoso.com,DeleteItem,10.0.120.216,{}
2025-07-01 11:38:00,user7@contoso.com,SendMessage,10.0.89.109,{}
2025-07-01 21:56:00,user9@contoso.com,CreateItem,10.0.130.28,{}
2025-07-01 20:47:00,user16@contoso.com,DeleteItem,10.0.57.162,{}
2025-07-02 00:12:00,user18@contoso.com,CreateItem,10.0.126.142,{}
2025-07-02 00:13:00,user5@contoso.com,CreateItem,10.0.188.157,{}
2025-07-02 04:40:00,user1@contoso.com,DeleteItem,10.0.17.27,{}
2025-07-02 02:51:00,user8@contoso.com,CreateItem,10.0.196.158,{}
2025-07-01 20:23:00,sarah.johnson@contoso.com,DeleteItem,10.0.62.121,{}
2025-07-01 08:16:00,user15@contoso.com,CreateItem,10.0.201.130,{}
2025-07-01 16:02:00,user10@contoso.com,SendMessage,10.0.152.107,{}
2025-07-02 05:33:00,user6@contoso.com,CreateItem,10.0.162.208,{}
2025-07-01 10:44:00,user2@contoso.com,CreateItem,10.0.251.241,{}
2025-07-01 22:25:00,user14@contoso.com,CreateItem,10.0.51.82,{}
2025-07-01 10:15:00,user9@contoso.com,DeleteItem,10.0.180.215,{}
2025-07-02 02:41:00,user20@contoso.com,DeleteItem,10.0.167.232,{}
2025-07-02 05:53:00,user1@contoso.com,SendMessage,10.0.94.227,{}
2025-07-01 08:06:00,sarah.johnson@contoso.com,SendMessage,10.0.205.102,{}
2025-07-01 18:42:00,sarah.johnson@contoso.com,CreateItem,10.0.42.56,{}
2025-07-02 01:37:00,user6@contoso.com,SendMessage,10.0.66.210,{}
2025-07-02 00:19:00,user11@contoso.com,CreateItem,10.0.68.133,{}
2025-07-02 04:14:00,user6@contoso.com,DeleteItem,10.0.167.144,{}
2025-07-01 22:08:00,user7@contoso.com,SendMessage,10.0.188.93,{}
2025-07-02 03:28:00,user13@contoso.com,CreateItem,10.0.114.10,{}
2025-07-02 06:05:00,user1@contoso.com,DeleteItem,10.0.117.45,{}
2025-07-01 16:56:00,user15@contoso.com,SendMessage,10.0.86.25,{}
2025-07-01 22:38:00,user13@contoso.com,DeleteItem,10.0.133.76,{}
2025-07-01 13:48:00,user3@contoso.com,CreateItem,10.0.60.7,{}
2025-07-01 23:29:00,user17@contoso.com,CreateItem,10.0.253.60,{}
2025-07-01 14:56:00,user8@contoso.com,DeleteItem,10.0.97.136,{}
2025-07-02 00:52:00,user10@contoso.com,DeleteItem,10.0.195.66,{}
2025-07-02 04:28:00,user14@contoso.com,SendMessage,10.0.110.144,{}
2025-07-01 14:09:00,user7@contoso.com,CreateItem,10.0.209.74,{}
2025-07-01 16:56:00,user1@contoso.com,CreateItem,10.0.120.230,{}
2025-07-02 03:53:00,user8@contoso.com,CreateItem,10.0.234.43,{}
2025-07-01 12:32:00,user1@contoso.com,CreateItem,10.0.165.203,{}
2025-07-01 21:05:00,user7@contoso.com,DeleteItem,10.0.216.131,{}
2025-07-02 03:00:00,user3@contoso.com,SendMessage,10.0.30.26,{}
2025-07-02 00:04:00,user11@contoso.com,SendMessage,10.0.181.23,{}
2025-07-02 01:13:00,user1@contoso.com,CreateItem,10.0.195.154,{}
2025-07-01 20:39:00,user13@contoso.com,DeleteItem,10.0.67.21,{}
2025-07-01 16:53:00,user19@contoso.com,SendMessage,10.0.86.252,{}
2025-07-01 12:30:00,user11@contoso.com,CreateItem,10.0.45.162,{}
2025-07-01 12:50:00,user17@contoso.com,CreateItem,10.0.133.59,{}
2025-07-01 12:21:00,user11@contoso.com,SendMessage,10.0.255.143,{}
2025-07-01 17:39:00,user12@contoso.com,CreateItem,10.0.134.135,{}
2025-07-01 22:52:00,user17@contoso.com,CreateItem,10.0.84.161,{}
2025-07-02 02:58:00,user16@contoso.com,SendMessage,10.0.225.27,{}
