TimeGenerated	UserPrincipalName	OperationName	SiteUrl	FileName	TargetFolder	ClientAppUsed	IPAddress	IsManagedDevice	Parameters
2025-06-01T10:24:00	patty.perez@contoso.com	FileAccessed	https://contoso.sharepoint.com/sites/finance	Strategy_29.pdf		Office 365 Web	66.249.64.1	TRUE	
2025-06-01T10:25:00	tommy.walter@contoso.com	FileAccessed	https://contoso.sharepoint.com/sites/engineering	Report_71.pptx		Teams	66.249.64.1	TRUE	
2025-06-01T10:30:00	margaret.dds@contoso.com	MoveToDeletedItems	https://contoso.sharepoint.com/sites/marketing		Inbox	Teams	86.23.123.45	TRUE	
2025-06-01T10:30:00	bilbo.baggins@contoso.com	MoveToDeletedItems	https://contoso.sharepoint.com/sites/engineering		Inbox	Teams	78.137.97.10	TRUE	
2025-06-01T10:31:00	dylan.miller@contoso.com	FileAccessed	https://contoso.sharepoint.com/sites/engineering	Presentation_32.xlsx		Outlook	86.23.123.45	TRUE	
2025-06-01T10:31:00	daniel.wagner@contoso.com	MoveToDeletedItems	https://contoso.sharepoint.com/sites/hr		Inbox	Office 365 Web	86.23.123.45	TRUE	
2025-06-01T10:36:00	derek.zuniga@contoso.com	MailItemsAccessed	https://contoso.sharepoint.com/sites/hr			Browser	86.23.123.45	TRUE	
2025-06-01T10:40:00	taylor.swift@contoso.com	TeamsSessionStarted	https://contoso.sharepoint.com/sites/finance			SharePoint	78.137.97.10	TRUE	
2025-06-01T10:41:00	lisa.hensley@contoso.com	FileAccessed	https://contoso.sharepoint.com/sites/engineering	Plan_57.pptx		SharePoint	66.249.64.1	TRUE	
2025-06-01T10:42:00	noah.rhodes@contoso.com	MoveToDeletedItems	https://contoso.sharepoint.com/sites/finance		Inbox	Outlook	78.137.97.10	TRUE	
2025-06-01T10:42:00	noah.rhodes@contoso.com	MailItemsAccessed	https://contoso.sharepoint.com/sites/engineering			SharePoint	78.137.97.10	TRUE	
2025-06-01T10:45:00	derek.zuniga@contoso.com	FileModified	https://contoso.sharepoint.com/sites/engineering	Strategy_82.docx		Browser	86.23.123.45	TRUE	
2025-06-01T10:46:00	daniel.wagner@contoso.com	MoveToDeletedItems	https://contoso.sharepoint.com/sites/engineering		Inbox	Browser	86.23.123.45	TRUE	
2025-06-01T10:47:00	taylor.swift@contoso.com	MoveToDeletedItems	https://contoso.sharepoint.com/sites/finance		Inbox	SharePoint	78.137.97.10	TRUE	
2025-06-01T10:48:00	gabrielle.davis@contoso.com	MoveToDeletedItems	https://contoso.sharepoint.com/sites/marketing		Inbox	SharePoint	66.249.64.1	TRUE	
2025-06-01T10:50:00	lisa.hensley@contoso.com	FileAccessed	https://contoso.sharepoint.com/sites/marketing	Strategy_63.xlsx		SharePoint	66.249.64.1	TRUE	
2025-06-01T10:52:00	abigail.shaffer@contoso.com	FileModified	https://contoso.sharepoint.com/sites/engineering	Budget_66.xlsx		Outlook	66.249.64.1	TRUE	
2025-06-01T10:53:00	beyonce.knowles@contoso.com	MoveToDeletedItems	https://contoso.sharepoint.com/sites/finance		Inbox	Outlook	78.137.97.10	TRUE	
2025-06-01T10:54:00	bilbo.baggins@contoso.com	MailItemsAccessed	https://contoso.sharepoint.com/sites/marketing			Teams	78.137.97.10	TRUE	
2025-06-01T10:55:00	jamie.arnold@contoso.com	MailItemsAccessed	https://contoso.sharepoint.com/sites/hr			Office 365 Web	66.249.64.1	TRUE	
2025-06-01T10:55:00	angie.henderson@contoso.com	FileAccessed	https://contoso.sharepoint.com/sites/engineering	Report_85.xlsx		Outlook	66.249.64.1	TRUE	
2025-06-01T10:55:00	ethan.adams@contoso.com	MailItemsAccessed	https://contoso.sharepoint.com/sites/hr			Browser	66.249.64.1	TRUE	
2025-06-01T10:57:00	gina.moore@contoso.com	FileModified	https://contoso.sharepoint.com/sites/engineering	Strategy_99.xlsx		Outlook	86.23.123.45	TRUE	
2025-06-01T10:58:00	angie.henderson@contoso.com	TeamsSessionStarted	https://contoso.sharepoint.com/sites/engineering			Office 365 Web	66.249.64.1	TRUE	
2025-06-01T11:00:00	ethan.adams@contoso.com	FileAccessed	https://contoso.sharepoint.com/sites/hr	Presentation_62.pdf		Teams	66.249.64.1	TRUE	
2025-06-01T11:00:00	patty.perez@contoso.com	MailItemsAccessed	https://contoso.sharepoint.com/sites/engineering			Outlook	66.249.64.1	TRUE	
2025-06-01T11:01:00	derek.zuniga@contoso.com	MailItemsAccessed	https://contoso.sharepoint.com/sites/marketing			Browser	86.23.123.45	TRUE	
2025-06-01T11:01:00	jason.bourne@contoso.com	MoveToDeletedItems	https://contoso.sharepoint.com/sites/finance		Inbox	Teams	78.137.97.10	TRUE	
2025-06-01T11:02:00	ethan.adams@contoso.com	FileModified	https://contoso.sharepoint.com/sites/hr	Strategy_50.docx		Browser	66.249.64.1	TRUE	
2025-06-01T11:10:00	gabrielle.davis@contoso.com	MoveToDeletedItems	https://contoso.sharepoint.com/sites/hr		Inbox	Teams	66.249.64.1	TRUE	
2025-06-01T11:15:00	lisa.jackson@contoso.com	FileAccessed	https://contoso.sharepoint.com/sites/finance	Report_87.docx		Office 365 Web	78.137.97.10	TRUE	
2025-06-01T11:19:00	jamie.arnold@contoso.com	TeamsSessionStarted	https://contoso.sharepoint.com/sites/engineering			Office 365 Web	66.249.64.1	TRUE	
2025-06-01T11:21:00	noah.rhodes@contoso.com	MoveToDeletedItems	https://contoso.sharepoint.com/sites/finance		Inbox	Browser	78.137.97.10	TRUE	
2025-06-01T11:21:00	michele.williams@contoso.com	FileAccessed	https://contoso.sharepoint.com/sites/engineering	Budget_33.docx		Outlook	86.23.123.45	TRUE	
2025-06-01T11:22:00	cristian.santos@contoso.com	FileModified	https://contoso.sharepoint.com/sites/hr	Presentation_31.pdf		SharePoint	78.137.97.10	TRUE	
2025-06-01T11:26:00	gina.moore@contoso.com	TeamsSessionStarted	https://contoso.sharepoint.com/sites/marketing			Office 365 Web	86.23.123.45	TRUE	
2025-06-01T11:27:00	dylan.miller@contoso.com	FileModified	https://contoso.sharepoint.com/sites/hr	Plan_44.xlsx		Teams	86.23.123.45	TRUE	
2025-06-01T11:27:00	ethan.adams@contoso.com	FileAccessed	https://contoso.sharepoint.com/sites/marketing	Budget_26.xlsx		Teams	66.249.64.1	TRUE	
2025-06-01T11:27:00	monica.herrera@contoso.com	FileModified	https://contoso.sharepoint.com/sites/hr	Plan_45.pptx		Office 365 Web	66.249.64.1	TRUE	
2025-06-01T11:30:00	taylor.swift@contoso.com	TeamsSessionStarted	https://contoso.sharepoint.com/sites/engineering			Teams	78.137.97.10	TRUE	
2025-06-01T11:31:00	allison.hill@contoso.com	TeamsSessionStarted	https://contoso.sharepoint.com/sites/finance			Office 365 Web	78.137.97.10	TRUE	
2025-06-01T11:33:00	lisa.hensley@contoso.com	TeamsSessionStarted	https://contoso.sharepoint.com/sites/finance			Office 365 Web	66.249.64.1	TRUE	
2025-06-01T11:37:00	gabrielle.davis@contoso.com	TeamsSessionStarted	https://contoso.sharepoint.com/sites/hr			SharePoint	66.249.64.1	TRUE	
2025-06-01T11:37:00	ryan.munoz@contoso.com	MailItemsAccessed	https://contoso.sharepoint.com/sites/finance			Teams	86.23.123.45	TRUE	
2025-06-01T11:38:00	jamie.arnold@contoso.com	FileAccessed	https://contoso.sharepoint.com/sites/marketing	Budget_1.pptx		Browser	66.249.64.1	TRUE	
2025-06-01T11:39:00	gina.moore@contoso.com	MoveToDeletedItems	https://contoso.sharepoint.com/sites/engineering		Inbox	Outlook	86.23.123.45	TRUE	
2025-06-01T11:39:00	patty.perez@contoso.com	MoveToDeletedItems	https://contoso.sharepoint.com/sites/marketing		Inbox	SharePoint	66.249.64.1	TRUE	
2025-06-01T11:40:00	gabrielle.davis@contoso.com	TeamsSessionStarted	https://contoso.sharepoint.com/sites/engineering			Office 365 Web	66.249.64.1	TRUE	
2025-06-01T11:40:00	gabrielle.davis@contoso.com	FileModified	https://contoso.sharepoint.com/sites/engineering	Presentation_88.pdf		SharePoint	66.249.64.1	TRUE	
2025-06-01T11:40:00	patty.perez@contoso.com	MoveToDeletedItems	https://contoso.sharepoint.com/sites/finance		Inbox	Teams	66.249.64.1	TRUE	
2025-06-01T11:40:00	lisa.jackson@contoso.com	MailItemsAccessed	https://contoso.sharepoint.com/sites/marketing			SharePoint	78.137.97.10	TRUE	
2025-06-01T11:42:00	taylor.swift@contoso.com	FileModified	https://contoso.sharepoint.com/sites/marketing	Presentation_76.pdf		Teams	78.137.97.10	TRUE	
2025-06-01T11:42:00	cristian.santos@contoso.com	MoveToDeletedItems	https://contoso.sharepoint.com/sites/engineering		Inbox	Office 365 Web	78.137.97.10	TRUE	
2025-06-01T11:46:00	daniel.wagner@contoso.com	TeamsSessionStarted	https://contoso.sharepoint.com/sites/finance			Browser	86.23.123.45	TRUE	
2025-06-01T11:49:00	dylan.miller@contoso.com	MailItemsAccessed	https://contoso.sharepoint.com/sites/hr			Teams	86.23.123.45	TRUE	
2025-06-01T11:52:00	daniel.wagner@contoso.com	FileAccessed	https://contoso.sharepoint.com/sites/engineering	Plan_92.xlsx		SharePoint	86.23.123.45	TRUE	
2025-06-01T11:52:00	taylor.swift@contoso.com	FileModified	https://contoso.sharepoint.com/sites/engineering	Strategy_7.pptx		Office 365 Web	78.137.97.10	TRUE	
2025-06-01T11:58:00	cristian.santos@contoso.com	FileAccessed	https://contoso.sharepoint.com/sites/hr	Report_34.xlsx		Outlook	78.137.97.10	TRUE	
2025-06-01T12:02:00	angie.henderson@contoso.com	FileModified	https://contoso.sharepoint.com/sites/hr	Report_99.pdf		Browser	66.249.64.1	TRUE	
2025-06-01T12:03:00	abigail.shaffer@contoso.com	MoveToDeletedItems	https://contoso.sharepoint.com/sites/finance		Inbox	SharePoint	66.249.64.1	TRUE	
2025-06-01T12:04:00	dylan.miller@contoso.com	FileAccessed	https://contoso.sharepoint.com/sites/finance	Strategy_94.pptx		Office 365 Web	86.23.123.45	TRUE	
2025-06-01T12:04:00	cristian.santos@contoso.com	MoveToDeletedItems	https://contoso.sharepoint.com/sites/finance		Inbox	Teams	78.137.97.10	TRUE	
2025-06-01T12:06:00	zendaya.coleman@contoso.com	TeamsSessionStarted	https://contoso.sharepoint.com/sites/hr			Browser	66.249.64.1	TRUE	
2025-06-01T12:06:00	derek.zuniga@contoso.com	FileModified	https://contoso.sharepoint.com/sites/engineering	Budget_29.xlsx		Browser	86.23.123.45	TRUE	
2025-06-01T12:06:00	noah.rhodes@contoso.com	TeamsSessionStarted	https://contoso.sharepoint.com/sites/marketing			Teams	78.137.97.10	TRUE	
2025-06-01T12:06:00	ethan.adams@contoso.com	MailItemsAccessed	https://contoso.sharepoint.com/sites/finance			Teams	66.249.64.1	TRUE	
2025-06-01T12:08:00	lisa.hensley@contoso.com	TeamsSessionStarted	https://contoso.sharepoint.com/sites/finance			Browser	66.249.64.1	TRUE	
2025-06-01T12:09:00	holly.wood@contoso.com	MailItemsAccessed	https://contoso.sharepoint.com/sites/hr			SharePoint	78.137.97.10	TRUE	
2025-06-01T12:10:00	dylan.miller@contoso.com	MoveToDeletedItems	https://contoso.sharepoint.com/sites/finance		Inbox	Office 365 Web	86.23.123.45	TRUE	
2025-06-01T12:11:00	jason.bourne@contoso.com	FileAccessed	https://contoso.sharepoint.com/sites/marketing	Budget_78.pdf		Browser	78.137.97.10	TRUE	
2025-06-01T12:16:00	margaret.dds@contoso.com	FileModified	https://contoso.sharepoint.com/sites/marketing	Presentation_80.docx		Browser	86.23.123.45	TRUE	
2025-06-01T12:17:00	jason.bourne@contoso.com	MoveToDeletedItems	https://contoso.sharepoint.com/sites/finance		Inbox	Teams	78.137.97.10	TRUE	
2025-06-01T12:17:00	tommy.walter@contoso.com	MailItemsAccessed	https://contoso.sharepoint.com/sites/finance			Teams	66.249.64.1	TRUE	
2025-06-01T12:20:00	connie.lawrence@contoso.com	MailItemsAccessed	https://contoso.sharepoint.com/sites/hr			Teams	86.23.123.45	TRUE	
2025-06-01T12:21:00	gabrielle.davis@contoso.com	MoveToDeletedItems	https://contoso.sharepoint.com/sites/marketing		Inbox	Teams	66.249.64.1	TRUE	
2025-06-01T12:22:00	margaret.dds@contoso.com	MoveToDeletedItems	https://contoso.sharepoint.com/sites/engineering		Inbox	Office 365 Web	86.23.123.45	TRUE	
2025-06-01T12:24:00	brian.ramirez@contoso.com	MailItemsAccessed	https://contoso.sharepoint.com/sites/engineering			Outlook	78.137.97.10	TRUE	
2025-06-01T12:25:00	bilbo.baggins@contoso.com	TeamsSessionStarted	https://contoso.sharepoint.com/sites/hr			Outlook	78.137.97.10	TRUE	
2025-06-01T12:25:00	connie.lawrence@contoso.com	FileModified	https://contoso.sharepoint.com/sites/engineering	Plan_12.pptx		Office 365 Web	86.23.123.45	TRUE	
2025-06-01T12:31:00	ryan.munoz@contoso.com	TeamsSessionStarted	https://contoso.sharepoint.com/sites/finance			Teams	86.23.123.45	TRUE	
2025-06-01T12:32:00	lisa.hensley@contoso.com	TeamsSessionStarted	https://contoso.sharepoint.com/sites/finance			Browser	66.249.64.1	TRUE	
2025-06-01T12:36:00	noah.rhodes@contoso.com	MailItemsAccessed	https://contoso.sharepoint.com/sites/marketing			Browser	78.137.97.10	TRUE	
2025-06-01T12:37:00	jamie.arnold@contoso.com	MoveToDeletedItems	https://contoso.sharepoint.com/sites/marketing		Inbox	SharePoint	66.249.64.1	TRUE	
2025-06-01T12:40:00	zendaya.coleman@contoso.com	FileModified	https://contoso.sharepoint.com/sites/engineering	Report_75.docx		Browser	66.249.64.1	TRUE	
2025-06-01T12:40:00	tommy.walter@contoso.com	FileAccessed	https://contoso.sharepoint.com/sites/hr	Report_10.pptx		Teams	66.249.64.1	TRUE	
2025-06-01T12:41:00	ethan.adams@contoso.com	MoveToDeletedItems	https://contoso.sharepoint.com/sites/finance		Inbox	Office 365 Web	66.249.64.1	TRUE	
2025-06-01T12:41:00	daniel.wagner@contoso.com	TeamsSessionStarted	https://contoso.sharepoint.com/sites/engineering			Outlook	86.23.123.45	TRUE	
2025-06-01T12:42:00	margaret.dds@contoso.com	FileAccessed	https://contoso.sharepoint.com/sites/finance	Presentation_7.pptx		Browser	86.23.123.45	TRUE	
2025-06-01T12:46:00	cristian.santos@contoso.com	FileAccessed	https://contoso.sharepoint.com/sites/engineering	Report_51.pdf		Teams	78.137.97.10	TRUE	
2025-06-01T12:46:00	bilbo.baggins@contoso.com	FileModified	https://contoso.sharepoint.com/sites/finance	Budget_9.pdf		Browser	78.137.97.10	TRUE	
2025-06-01T12:47:00	taylor.swift@contoso.com	FileModified	https://contoso.sharepoint.com/sites/finance	Budget_9.pdf		Outlook	78.137.97.10	TRUE	
2025-06-01T12:47:00	gina.moore@contoso.com	FileModified	https://contoso.sharepoint.com/sites/finance	Budget_100.xlsx		SharePoint	86.23.123.45	TRUE	
2025-06-01T12:48:00	angie.henderson@contoso.com	FileModified	https://contoso.sharepoint.com/sites/finance	Strategy_54.xlsx		SharePoint	66.249.64.1	TRUE	
2025-06-01T12:49:00	lisa.jackson@contoso.com	TeamsSessionStarted	https://contoso.sharepoint.com/sites/finance			SharePoint	78.137.97.10	TRUE	
2025-06-01T13:03:00	cristian.santos@contoso.com	FileModified	https://contoso.sharepoint.com/sites/finance	Budget_76.docx		Browser	78.137.97.10	TRUE	
2025-06-01T13:03:00	roger.federer@contoso.com	TeamsSessionStarted	https://contoso.sharepoint.com/sites/engineering			Outlook	78.137.97.10	TRUE	
2025-06-01T13:04:00	lisa.jackson@contoso.com	MailItemsAccessed	https://contoso.sharepoint.com/sites/engineering			Outlook	78.137.97.10	TRUE	
2025-06-01T13:05:00	cristian.santos@contoso.com	MoveToDeletedItems	https://contoso.sharepoint.com/sites/hr		Inbox	Office 365 Web	78.137.97.10	TRUE	
2025-06-01T13:08:00	gina.moore@contoso.com	MailItemsAccessed	https://contoso.sharepoint.com/sites/finance			Teams	86.23.123.45	TRUE	
2025-06-01T13:10:00	margaret.dds@contoso.com	FileModified	https://contoso.sharepoint.com/sites/marketing	Strategy_6.pdf		Browser	86.23.123.45	TRUE	
2025-06-01T13:13:00	zendaya.coleman@contoso.com	MoveToDeletedItems	https://contoso.sharepoint.com/sites/engineering		Inbox	Office 365 Web	66.249.64.1	TRUE	
2025-06-01T13:13:00	connie.lawrence@contoso.com	FileModified	https://contoso.sharepoint.com/sites/engineering	Strategy_91.pptx		Browser	86.23.123.45	TRUE	
2025-06-01T13:14:00	lisa.hensley@contoso.com	FileModified	https://contoso.sharepoint.com/sites/hr	Report_91.xlsx		Browser	66.249.64.1	TRUE	
2025-06-01T13:14:00	margaret.dds@contoso.com	FileModified	https://contoso.sharepoint.com/sites/engineering	Plan_8.pdf		Office 365 Web	86.23.123.45	TRUE	
2025-06-01T13:15:00	patty.perez@contoso.com	FileAccessed	https://contoso.sharepoint.com/sites/finance	Budget_71.pptx		SharePoint	66.249.64.1	TRUE	
2025-06-01T13:15:00	ethan.adams@contoso.com	MoveToDeletedItems	https://contoso.sharepoint.com/sites/marketing		Inbox	Office 365 Web	66.249.64.1	TRUE	
2025-06-01T13:16:00	zendaya.coleman@contoso.com	MoveToDeletedItems	https://contoso.sharepoint.com/sites/engineering		Inbox	Office 365 Web	66.249.64.1	TRUE	
2025-06-01T13:17:00	daniel.wagner@contoso.com	MailItemsAccessed	https://contoso.sharepoint.com/sites/marketing			Outlook	86.23.123.45	TRUE	
2025-06-01T13:18:00	zendaya.coleman@contoso.com	TeamsSessionStarted	https://contoso.sharepoint.com/sites/marketing			Outlook	66.249.64.1	TRUE	
2025-06-01T13:19:00	jamie.arnold@contoso.com	TeamsSessionStarted	https://contoso.sharepoint.com/sites/finance			Teams	66.249.64.1	TRUE	
2025-06-01T13:19:00	connie.lawrence@contoso.com	TeamsSessionStarted	https://contoso.sharepoint.com/sites/marketing			Office 365 Web	86.23.123.45	TRUE	
2025-06-01T13:20:00	ethan.adams@contoso.com	MailItemsAccessed	https://contoso.sharepoint.com/sites/engineering			SharePoint	66.249.64.1	TRUE	
2025-06-01T13:21:00	allison.hill@contoso.com	FileModified	https://contoso.sharepoint.com/sites/finance	Plan_51.pptx		Teams	78.137.97.10	TRUE	
2025-06-01T13:22:00	gabrielle.davis@contoso.com	TeamsSessionStarted	https://contoso.sharepoint.com/sites/hr			Teams	66.249.64.1	TRUE	
2025-06-01T13:24:00	patty.perez@contoso.com	MailItemsAccessed	https://contoso.sharepoint.com/sites/finance			Browser	66.249.64.1	TRUE	
